,Wavelength,Aug03A_E1_PSPQ_3pc_as_cast(ListNo.:4) Incident angle:0
270,581.7330000000001,0.37712249999999997
271,582.9830000000001,0.3742152
272,584.234,0.3701974
273,585.484,0.3686676
274,586.734,0.3643139
275,587.985,0.3597375
276,589.235,0.35485890000000003
277,590.485,0.35242979999999996
278,591.736,0.3485857
279,592.986,0.3431204
280,594.236,0.3379321
281,595.487,0.33416690000000004
282,596.737,0.3298497
283,597.987,0.3244218
284,599.237,0.31824840000000004
285,600.488,0.3135801
286,601.738,0.3087242
287,602.988,0.3041406
288,604.239,0.2961993
289,605.489,0.29213059999999996
290,606.739,0.2859909
291,607.99,0.2810138
292,609.24,0.27388190000000007
293,610.49,0.2678853
294,611.741,0.262385
295,612.991,0.2561619
296,614.241,0.2498694
297,615.492,0.2425545
298,616.742,0.23726910000000004
299,617.992,0.2303732
300,619.242,0.224623
301,620.493,0.21759720000000002
302,621.743,0.2113194
303,622.993,0.2053112
304,624.244,0.1989505
305,625.494,0.19296970000000002
306,626.744,0.18592460000000002
307,627.995,0.17986570000000002
308,629.245,0.17343150000000002
309,630.495,0.16727879999999998
310,631.746,0.1624856
311,632.996,0.1540461
312,634.246,0.1495378
313,635.497,0.14332899999999998
314,636.747,0.1387244
315,637.997,0.13190610000000003
316,639.247,0.1252519
317,640.498,0.12063019999999999
318,641.748,0.11621889999999999
319,642.998,0.11078800000000001
320,644.249,0.104003
321,645.499,0.0992952
322,646.749,0.096174
323,648.0,0.09137769999999999
324,649.25,0.0871191
325,650.5,0.0800513
326,651.751,0.0795845
327,653.001,0.07480149999999999
328,654.251,0.0699477
329,655.502,0.0657191
330,656.752,0.0641254
331,658.002,0.06214490000000001
332,659.253,0.06105549999999999
333,660.5039999999999,0.056609900000000005
334,661.758,0.0536756
335,663.0110000000001,0.052401699999999996
336,664.265,0.0512754
337,665.5189999999999,0.04856969999999999
338,666.7719999999999,0.0475577
339,668.0260000000001,0.0458634
340,669.279,0.04648119999999999
341,670.533,0.0441293
342,671.7860000000001,0.045095300000000005
343,673.04,0.0429483
344,674.293,0.04435669999999999
345,675.547,0.0438435
346,676.8,0.0451548
347,678.054,0.045451099999999994
348,679.307,0.045473
349,680.561,0.0466711
350,681.814,0.0484755
351,683.068,0.0504733
352,684.321,0.0508075
353,685.575,0.051825199999999995
354,686.829,0.055016699999999995
355,688.082,0.05678099999999999
356,689.336,0.0599695
357,690.5889999999999,0.060331899999999994
358,691.8430000000001,0.0641781
359,693.096,0.0670257
360,694.35,0.0702627
361,695.6030000000001,0.07193669999999999
362,696.857,0.07547689999999999
363,698.11,0.0792057
364,699.3639999999999,0.0822906
365,700.617,0.08573360000000001
366,701.8710000000001,0.08895460000000001
367,703.1239999999999,0.09284289999999999
368,704.378,0.0967365
369,705.6310000000001,0.1001145
370,706.885,0.1047855
371,708.1389999999999,0.10747419999999999
372,709.3919999999999,0.11224260000000001
373,710.6460000000001,0.1158962
374,711.8989999999999,0.1210787
375,713.153,0.1242501
376,714.4060000000001,0.12807580000000002
377,715.66,0.1321225
378,716.913,0.13762850000000001
379,718.1669999999999,0.1418689
380,719.42,0.1445056
381,720.674,0.14940479999999998
382,721.927,0.1545334
383,723.181,0.15893110000000002
384,724.434,0.1627794
385,725.688,0.16625610000000002
386,726.941,0.17160450000000002
387,728.195,0.1763142
388,729.449,0.1807088
389,730.702,0.1835909
390,731.956,0.18845
391,733.209,0.19250279999999997
392,734.4630000000001,0.19684129999999997
393,735.716,0.2013884
394,736.97,0.20433270000000003
395,738.2230000000001,0.2087424
396,739.477,0.21260389999999998
397,740.73,0.2164594
398,741.9839999999999,0.2210866
399,743.237,0.2247265
400,744.4910000000001,0.22823629999999998
401,745.7439999999999,0.23249970000000003
402,746.998,0.2385027
403,748.2510000000001,0.2402632
404,749.505,0.24375850000000002
405,750.7589999999999,0.24677710000000003
406,752.012,0.2523782
407,753.2660000000001,0.2556984
408,754.5189999999999,0.25817579999999996
409,755.773,0.26217979999999996
410,757.0260000000001,0.26588090000000003
411,758.28,0.2693513
412,759.533,0.2711187
413,760.7869999999999,0.2740689
414,762.04,0.2782989
415,763.294,0.2812364
416,764.547,0.2837823
417,765.801,0.28595679999999996
418,767.054,0.2902482
419,768.308,0.29378309999999996
420,769.561,0.2958564
421,770.815,0.2984257
422,772.069,0.30105440000000006
423,773.322,0.3034884
424,774.576,0.3051375
425,775.829,0.3093219
426,777.0830000000001,0.31170570000000003
427,778.336,0.314139
428,779.59,0.3151893
429,780.8430000000001,0.318349
430,782.097,0.3211502
431,783.35,0.3220887
432,784.6039999999999,0.3234519
433,785.857,0.32621890000000003
434,787.1110000000001,0.3297751
435,788.3639999999999,0.3312748
436,789.618,0.3306103
437,790.8710000000001,0.3337294
438,792.125,0.3370784
439,793.3789999999999,0.33917140000000007
440,794.632,0.3382071
441,795.8860000000001,0.3402035
442,797.1389999999999,0.3419884
443,798.393,0.34522179999999997
444,799.6460000000001,0.3445885
445,800.9,0.3467628
