,Wavelength,Aug03A_E1_405(ListNo.:198) Incident angle:0
225,525.663,0.2066071
226,526.9019999999999,0.21686829999999999
227,528.14,0.22481620000000002
228,529.379,0.23623000000000002
229,530.617,0.2458054
230,531.856,0.258119
231,533.094,0.2671394
232,534.3330000000001,0.28166399999999997
233,535.571,0.2922807
234,536.81,0.3049861
235,538.048,0.31699720000000003
236,539.2869999999999,0.33093590000000006
237,540.525,0.3418711
238,541.764,0.3562597
239,543.002,0.3679333
240,544.241,0.38126020000000005
241,545.479,0.3918477
242,546.724,0.40503870000000003
243,547.975,0.4150109
244,549.225,0.4279958
245,550.475,0.43789709999999993
246,551.725,0.4500424
247,552.976,0.4590039000000001
248,554.226,0.47077250000000004
249,555.476,0.47827700000000006
250,556.727,0.4896817
251,557.977,0.4981678
252,559.227,0.5073492000000001
253,560.4780000000001,0.5138419
254,561.7280000000001,0.5235489999999999
255,562.9780000000001,0.5295058000000001
256,564.229,0.5388909000000001
257,565.479,0.5437335999999999
258,566.729,0.5507289000000001
259,567.98,0.5562161999999999
260,569.23,0.5630688
261,570.48,0.5669954
262,571.731,0.5733826
263,572.981,0.5766932
264,574.231,0.5836804
265,575.481,0.5856628
266,576.732,0.5910323000000001
267,577.982,0.5930801
268,579.232,0.5993165
269,580.4830000000001,0.599563
270,581.7330000000001,0.604548
271,582.9830000000001,0.6057719
272,584.234,0.610059
273,585.484,0.6096538
274,586.734,0.6144988
275,587.985,0.613718
276,589.235,0.6190553000000001
277,590.485,0.6162413
278,591.736,0.6213404
279,592.986,0.620212
280,594.236,0.6237305000000001
281,595.487,0.6219695
282,596.737,0.6250422
283,597.987,0.6232916999999999
284,599.237,0.6266676
285,600.488,0.6242916999999999
286,601.738,0.626911
287,602.988,0.624645
288,604.239,0.6275731999999999
289,605.489,0.6241821
290,606.739,0.6270034999999999
291,607.99,0.6243263000000001
292,609.24,0.627905
293,610.49,0.6243221
294,611.741,0.6264430999999999
295,612.991,0.6229594
296,614.241,0.6246023
297,615.492,0.6206505
298,616.742,0.6225298
299,617.992,0.618081
300,619.242,0.6199899999999999
301,620.493,0.614974
302,621.743,0.6174539000000001
303,622.993,0.6134054
304,624.244,0.6135108
305,625.494,0.6075151
306,626.744,0.6095341999999999
307,627.995,0.6045604
308,629.245,0.6060786
309,630.495,0.6011645
310,631.746,0.6001658000000001
311,632.996,0.5948051
312,634.246,0.5956222
313,635.497,0.5894678000000001
314,636.747,0.5900314
315,637.997,0.5833626999999999
316,639.247,0.5838717
317,640.498,0.5769829000000001
318,641.748,0.5758674
319,642.998,0.5696303
320,644.249,0.569839
321,645.499,0.5620073
322,646.749,0.5612879
323,648.0,0.5532016
324,649.25,0.5528021
325,650.5,0.5434398
326,651.751,0.54355
327,653.001,0.5321712
328,654.251,0.5250971
329,655.502,0.5193704
330,656.752,0.5211318
331,658.002,0.5200714
332,659.253,0.5192505999999999
333,660.5039999999999,0.5078128
334,661.758,0.5024415
335,663.0110000000001,0.4941831
336,664.265,0.49229520000000004
337,665.5189999999999,0.48360569999999997
338,666.7719999999999,0.4799888
339,668.0260000000001,0.4714678
340,669.279,0.4681012
341,670.533,0.4569201
342,671.7860000000001,0.4535517
343,673.04,0.44567740000000006
344,674.293,0.44119440000000004
345,675.547,0.43263429999999997
346,676.8,0.4266081
347,678.054,0.4184706
348,679.307,0.4139377
349,680.561,0.4043869
350,681.814,0.3992075
351,683.068,0.3899931
352,684.321,0.3840197
353,685.575,0.3751718
354,686.829,0.37000609999999995
355,688.082,0.3618145
356,689.336,0.35555570000000003
357,690.5889999999999,0.34619520000000004
358,691.8430000000001,0.34006179999999997
359,693.096,0.3313742
360,694.35,0.3262989
361,695.6030000000001,0.3163748
362,696.857,0.3097437
363,698.11,0.30190700000000004
364,699.3639999999999,0.29606809999999995
365,700.617,0.28678790000000004
366,701.8710000000001,0.2809497
367,703.1239999999999,0.2724888
368,704.378,0.26578720000000006
369,705.6310000000001,0.2564625
370,706.885,0.2506055
371,708.1389999999999,0.2427014
372,709.3919999999999,0.2375504
373,710.6460000000001,0.22874410000000003
374,711.8989999999999,0.2222828
375,713.153,0.2141324
376,714.4060000000001,0.20871079999999997
377,715.66,0.201086
378,716.913,0.1948324
379,718.1669999999999,0.1874816
380,719.42,0.1820621
381,720.674,0.1752005
382,721.927,0.16951839999999999
383,723.181,0.1620586
384,724.434,0.1568119
385,725.688,0.1501146
386,726.941,0.1449645
387,728.195,0.13832360000000002
388,729.449,0.1337554
389,730.702,0.1272709
390,731.956,0.1230856
391,733.209,0.1170037
392,734.4630000000001,0.11345319999999999
393,735.716,0.10774660000000001
394,736.97,0.1042742
395,738.2230000000001,0.0988212
396,739.477,0.0955389
397,740.73,0.0906483
398,741.9839999999999,0.0871103
399,743.237,0.08285219999999999
400,744.4910000000001,0.0798582
401,745.7439999999999,0.07517239999999999
402,746.998,0.07119600000000001
403,748.2510000000001,0.06812660000000001
404,749.505,0.0657505
405,750.7589999999999,0.062128199999999995
406,752.012,0.0596947
407,753.2660000000001,0.056325099999999996
408,754.5189999999999,0.0547668
409,755.773,0.0507631
410,757.0260000000001,0.0488579
411,758.28,0.047050800000000004
412,759.533,0.0454899
413,760.7869999999999,0.0431782
414,762.04,0.041197000000000004
415,763.294,0.0396391
416,764.547,0.0383961
417,765.801,0.0365938
418,767.054,0.035479500000000004
419,768.308,0.0338486
420,769.561,0.0333462
421,770.815,0.031133099999999997
422,772.069,0.030521100000000002
423,773.322,0.029727099999999996
424,774.576,0.029325
425,775.829,0.0280366
426,777.0830000000001,0.027045599999999996
427,778.336,0.026649400000000004
428,779.59,0.0260017
429,780.8430000000001,0.025102
430,782.097,0.0249849
431,783.35,0.0250531
432,784.6039999999999,0.0250486
433,785.857,0.023954
434,787.1110000000001,0.0238528
435,788.3639999999999,0.024181499999999998
436,789.618,0.0243329
437,790.8710000000001,0.0229579
438,792.125,0.0235624
439,793.3789999999999,0.0234162
440,794.632,0.0246667
441,795.8860000000001,0.0237002
442,797.1389999999999,0.023037400000000003
443,798.393,0.0235664
444,799.6460000000001,0.024373
445,800.9,0.0245615
